#,Job Title,Location,Date,Link,Job Attributes,Job Description
11,QA Engineer,QUINCY,4-Mar,https://boston.craigslist.org/sob/sof/d/quincy-qa-engineer/7087271190.html,"
compensation: based on experience

employment type: full-time

","

QR Code Link to This Post


We are seeking a resourceful and engaging person with the ability to dig deep, multi-task and prioritize application testing and releases. Working with a small team, the individual will learn all areas of the MerlinOne applications, perform quality testing, build and maintain virtual environments and custom database schemas, and ensure documentation to install and configure components is accurate and complete for staff and customer use.

If you have QA experience and want to be in an environment where your work makes a difference and you can have a voice in the quality of the product, then this position may be for you. As a small company with a large customer base, MerlinOne enjoys a unique position where our departments thrive from communication regardless of who is in which department. There are no silos here – any staff member may brainstorm an idea or a problem with another and the end result is a great product that makes our customers’ jobs easier every day. Every employee is a valued member of our team with a voice in what we do.

This position is highly integrated with our technical services team. You will participate in a pager rotation for one week approximately every six weeks and occasional Sunday shift coverage which would be planned to fit schedules.

The ideal candidate will confidently possess the following:

Working knowledge of Windows 2012 operation systems.
1-3 years’ experience with Microsoft SQL server and writing T-SQL queries.
3-5 years’ experience in a QA or technical support capacity with proven experience in problem analysis and resolution.
Software release cycle experience or understanding of the process.
An understanding of features and capabilities of an application and how they may map to underlying server-side components.
Ability to follow pre-written testing procedures and write new test plans.
A natural knack for asking questions and thinking outside the box.
Experience in these areas would also be great but are not required:

Use of a source control application such as Perforce.
Multiple browser and mobile platform testing and troubleshooting.
Windows Internet Information Services (IIS) - configuring, troubleshooting, logging.
Exposure to automated testing tools.
Any experience in other programming languages (C#, Java, .Net, HTML).
The candidate must have a Bachelor’s Degree, a valid U.S. driver’s license and be a U.S. citizen or already authorized to work in this country for any employer. The candidate must also be able to pass a background check prior to employment.

About Us:

MerlinOne, Inc. is at the forefront of digital asset management for the publishing, multimedia and non-profit industries. Our products manage some of the largest collections of digital assets in the world in the most demanding production environments. We have nearly 20 years of experience implementing real-world solutions in world-class organizations with over 60,000 users worldwide. Our customers include some of the largest media companies (The New York Times, USA Today and ESPN), and non-profits (Habitat for Humanity, World Vision). Our solutions are offered as a hosted Software-as-a-Service (SaaS) or as a packaged on-site software solution.

MerlinOne is a privately owned company is headquartered in Quincy, MA with development and sales teams located across the U.S. and Canada. Our staff is highly communicative and often collaborates on projects together. We listen to our customers and constantly improve our products to meet their evolving needs.

We are within walking distance of Quincy Center T Station and offer our team competitive compensation packages which includes outstanding health, dental and disability insurance, a 401K plan and annual bonuses.    "
12,CRM Business Data Analyst,Waltham,3-Mar,https://boston.craigslist.org/bmw/sof/d/waltham-crm-business-data-analyst/7086521532.html,"
compensation: Commensurate with experience.

employment type: full-time

","

QR Code Link to This Post



Do you enjoy finding creative technical solutions to business problems? Are you adaptable, flexible, and comfortable working in a fast-paced environment? If so, you may be the right fit for our expanding Application Solutions Development team.


As a CRM business data analyst, your strong analytical skills will be put to work analyzing existing transactional databases and defining the data migration path from the existing CRM systems to an enterprise CRM system. In this role, you will also help to analyze data feed paths from various data vendors to our future data warehouse. This is an exciting time to join Commonwealth’s Technology team, as we are building a modern digital platform.


Key responsibilities

Analyzing and evaluating CRM data needs to support overall CRM strategies
Documenting data requirements
Defining the data cleansing and data quality scope and objectives
Analyzing system functionality to identify risks and gaps; providing alternative solutions and recommendations
Communicating CRM data requests to technical integration teams  
Analyzing system data inputs and outputs using Microsoft SQL to advise on system anomalies and assist with requirements definition 
Converting requirements into various types of models or diagrams, such as process mapping, decision tables, value streams, and data flows
Translating business and functional requirements into technical data requirements
Facilitating business analytics user group meetings and translating business requests to data management
Meeting with subject-matter experts to identify and document data requirements 
Collaborating on root cause analysis, application of business rules, workflow issues, and internal/external interfaces for system and data impact analysis
Collaborating with data engineers, developers, and QA testers on solution functions; verifying and validating code updates and data fix changes
Reviewing test results for quality assurance to confirm acceptance criteria is met for user acceptance testing
Working with vendors to implement new systems and/or modify and maintain toolsets

Core strengths

Knowledgeable of all stages of a project life cycle, including planning, analysis, design, development, and testing
Demonstrated experience with troubleshooting systems and participating in defining resolution strategies 
Experienced in Agile/Scrum development methodologies
Possess dual business competence and technical expertise
Familiarity with reporting tools and Azure platform
Adaptable, flexible personality
Comfortable working in a fast-paced environment
Excellent written and verbal communication and presentation skills
Detail oriented with ability to multitask and meet deadlines
Strong organizational and analytical skills

Additional skills and knowledge

3+ years of experience performing data/systems analysis and subsequent requirement documentation for IT solutions
3+ years of experience working with MS SQL; fluent in SQL queries
Financial services background a plus


Have we piqued your curiosity? Can you see yourself thriving in this opportunity? Let's introduce ourselves.


About Commonwealth--and Our Anything but Common® Culture


Commonwealth Financial Network® is the largest privately held Registered Investment Adviser-independent broker/dealer in the U.S., with offices in Waltham, Massachusetts, and San Diego, California. Since 1979, we've been delivering indispensable service to independent financial professionals so they, in turn, can put their clients first. Our technology, research, resources, and support--plus a variety of affiliation models--deliver what today's independent advisors need to thrive.


That being said, we are a financial services company with a unique mission--one that encompasses purpose, vision, and core values in equal measure. Staying true to these guiding principles is the reason we are recognized so often and by so many for the quality of life we enjoy here. We believe it directly translates to a better experience for everyone: employees, advisors, clients, and our communities.


Creating a supportive culture where everyone can thrive is a mission we take seriously. From professional development to comprehensive benefits, grassroots leadership opportunities, generous bonus and stock option incentive plans, opportunities to unwind and connect, and so much more, Commonwealth is not just a great place to work--it's a place that, for many, feels like home.


Commonwealth Financial Network® is an equal opportunity employer that is committed to a diverse workforce.
"
13,Software Development Engineer I,"Waltham, MA",2-Mar,https://boston.craigslist.org/bmw/sof/d/waltham-software-development-engineer/7086070298.html,"
compensation: DOE + benefits

employment type: full-time

","

QR Code Link to This Post


Yardi Systems is currently seeking a full time, highly motivated Software Development Engineer I to join their growing team in Waltham, MA! 

In response to continued demand for our services, Yardi Resident Screening is looking for a Software Development Engineer to join our team in Waltham, MA.  Reporting to the Director of Information Technology, you will be a core member of our software development team.   You will leverage your analytical problem solving skills to support and enhance our Linux and web based systems utilizing your solid Java programming skills, database skills and knowledge of open source tools.  
Responsibilities

Perform development tasks including programming, unit testing, and database design.
Contribute to integration and general system regression testing.
Participate on installs and provide on-going production support. 

Requirements 

BS or MS Degree in Computer Science, Systems Engineering or related field. 
2+ years’ experience in Software Development.
Interest to contribute to systems architectural improvements.
Excellent verbal and written communication skills as well as being a team player.
1+ years of experience working on multi-tiered web application architecture.
1+ years supporting and developing production systems using Linux, Java, XML , JAXB, JSP, JavaScript, JQuery, Tomcat, web services.
Good relational databases skill using PostgreSQL or Oracle with JDBC, SQL, Hibernate.
Experience with Eclipse IDE and use of source repositories.
Experience with 3rd Party API Integration (web services,…) 
Solid object oriented skills and conceptual understanding. 
Understanding of the product development lifecycle through design, development, testing, rollout, and support.
Ability to understand and document business requirements.
Ability to work with multi-site and off-shore development teams.
Availability for occasional night, weekend, and holiday work assignments.


PLEASE APPLY TO: https://careers.yardi.com/openings/job-posting/RS19413744/

Yardi Systems is a successful independent software company with a proven history of growth and market leadership in the multi-billion dollar global commercial real estate industry. We employ talented, motivated and innovative people that are focused on delivering superior solutions to our clients and are passionate about working with other highly skilled professionals in team environments.

If you are seeking an opportunity to join a winning team, work with the latest Microsoft technologies and develop your career, then Yardi Systems is the place for you. We have a pleasant and casual work environment, competitive salaries, and a comprehensive benefits package. Our corporate culture stresses integrity, respect, trust, responsibility, and fun.

EOE Race/Gender/Disability/Vets

"
14,Data Engineer,Waltham,2-Mar,https://boston.craigslist.org/bmw/sof/d/waltham-data-engineer/7086033352.html,"
compensation: Commensurate with experience.

employment type: full-time

","

QR Code Link to This Post



Do you—like us—have a natural willingness to dive in, solve problems, and get things done? Are you a strong data engineer? If so, then you may be just the person we are looking for to work as part of a team of data architects, data scientists, data engineers, BI analysts, and data analysts. We work closely with business analysts and business owners to architect, develop, implement, support, and troubleshoot Commonwealth’s data platforms, which includes various OLTP databases and the enterprise data warehouse and applications.


Our tight-knit Development team builds and maintains a large private website, COMMunity Link®, which helps more than 2,000 small business owners manage their daily lives. It is built primarily using Microsoft technologies, including .NET and SQL Server. We also have a public-facing site and mobile versions of our tools. Our development approach has always been Agile, and our team structure is based on Scrum.


Key responsibilities

Building ETL processes for data warehouse and data hub to enable business users to self-service for various data analytics
Fulfilling data requests when the data elements are not yet built in the data warehouse
Building the schema and SQL code behind our complex suite of web-based applications
Creating workflows and transformations with SQL Server Integration Services
Ensuring that data is stored efficiently and can be retrieved quickly within our databases and servers that integrate as an ecosystem to serve our clients’ needs
Troubleshooting and tuning complex SQL statements and making recommendations on indexing strategies
Working on a variety of projects and systems, from big to small and complex to simple
Collaborating with a dynamic team of web developers, business analysts, and product owners to build the best applications in the financial industry
Performing code reviews, learning from your peers, and sharing your knowledge in a positive, friendly way

Core strengths

5–10+ years of experience
A solid understanding of relational modeling concepts
Ability to write, troubleshoot, and performance-tune stored procedures and ad hoc scripts
Experience with data warehousing 
Experience working with MS Azure cloud a plus
Experience in the financial sector a plus


Have we piqued your curiosity? Can you see yourself thriving in this opportunity? Let's introduce ourselves.


About Commonwealth--and Our Anything but Common® Culture


Commonwealth Financial Network® is the largest privately held Registered Investment Adviser-independent broker/dealer in the U.S., with offices in Waltham, Massachusetts, and San Diego, California. Since 1979, we've been delivering indispensable service to independent financial professionals so they, in turn, can put their clients first. Our technology, research, resources, and support--plus a variety of affiliation models--deliver what today's independent advisors need to thrive.


That being said, we are a financial services company with a unique mission--one that encompasses purpose, vision, and core values in equal measure. Staying true to these guiding principles is the reason we are recognized so often and by so many for the quality of life we enjoy here. We believe it directly translates to a better experience for everyone: employees, advisors, clients, and our communities.


Creating a supportive culture where everyone can thrive is a mission we take seriously. From professional development to comprehensive benefits, grassroots leadership opportunities, generous bonus and stock option incentive plans, opportunities to unwind and connect, and so much more, Commonwealth is not just a great place to work--it's a place that, for many, feels like home.


Commonwealth Financial Network® is an equal opportunity employer that is committed to a diverse workforce.
"
15,Senior SharePoint Developer,boston: metro west,25-Feb,https://boston.craigslist.org/bmw/sof/d/maynard-senior-sharepoint-developer/7082356655.html,"
compensation: Up to US$120000.00 per year

employment type: contract

","

QR Code Link to This Post


Volt Workforce Solutions is looking for Sr. SharePoint Developer for our client in Chelmsford, MA. After reading the job info below, if interested, email an updated resume (in Word format).After applying to this Job using the Apply or Apply Now button, you can follow up on your application by calling our Enterprise Delivery Center at (800.595.8658). Be sure to note the Job ID number found on this page and reference it when calling about the position.Job Title: Sr. SharePoint DeveloperReference ID: 220122Location: Chelmsford, MAThe Senior SharePoint Engineer will be part of CCA’s Product Engineering Team. S/he will develop, modify, maintain SharePoint portals using out of the box functionality, .NET and other relevant software tools. S/He will design, develop, and manage site content and capabilities and provide daily onsite maintenance of the existing portals. The developer may be required to work with project stakeholders daily and should rely on their experience and judgment to plan and accomplish goals. You will be required to participate in user meetings to understand the business problem, participate in requirements analysis and determine if the solution can be SharePoint based.ResponsibilitiesDevelop SharePoint-based solutions both on-premise and online using out of the box functionality and using Microsoft .NetConfiguration of SharePoint-based sites, pages, lists, libraries and workflowsDevelopment of custom web parts, master pages and formsInfoPath (2010/2013) and PowerApps Form Design.Experience with SharePoint Designer (2010/2013/2016), InfoPath, PowerApps, Visual Studio, Microsoft Flow and NintexImplementation knowledge of different types of web authenticationGood fundamental and hands on knowledge of MS SQL ServerStrong analytical skills and good problem-solving skillsExcellent verbal and written communication skillsStrong interpersonal and organizational skills, energetic and professional demeanor, and be very client oriented are all must-have characteristicsWorks in an object-oriented, multi-developer environment with version control, change management and continuous improvement protocols.Works closely with business users to review requirements. Develop, recommend anddiscuss technical designs that meet those requirementsTrack, monitor and close user requests escalated from the help desk; document activities and solutions. Provide emergency support as necessary, including after-hours.Identify opportunities that can improve efficiency of business processes.Provide assistance and advice to business users in the effective use of applications and information technology.Minimum QualificationsBachelor's Degree in Computer Science or equivalent experience 5+ years of SharePoint development and architecture experienceDevelopment experience with SharePoint Online and on-premise 2010/13/16 and development tools including Visual Studio, JavaScript, CSS, .NET, HTML, JQuery, InfoPath and SharePoint Designer Experience migrating sites, lists, forms, apps and workflows (NINTEX), Sharegate from SharePoint 2010/2013/16 on premise farms to SharePoint Online Robust experience working in SharePoint Online Experience designing and developing user-interfaces is a plusExperience with InfoPath Admin-approved forms build and maintenance Proficient in C#, VB .Net, with a good knowledge of its ecosystems Proficient understanding of code versioning tools such as Git, SVN, Visual Studio source controls Design and development of Business Intelligence dashboards Knowledge of Microsoft SQL Server Strong interpersonal and organizational skills, energetic and professional demeanor, and be very client oriented are all must-have characteristics Strong technical writing skills and professional proposal development skills are also required. Excellent communication, organization and documentation skills Ability to work in a dynamic and fast-paced environment Preferred Skills Experience with life sciences or healthcare applications is a plusGood working knowledge of web applications, and RESTful API-based testing platformsAs a Volt employee, you can expect the highest level of support.  We have a long-standing tradition of developing lasting and mutually beneficial relationships with our employees.  Contact a Volt representative by applying to this posting online for immediate consideration. Submit your resume today! To learn more about Volt, please visit: http://www.volt.com and to see more of our job postings, please visit: http://jobs.volt.comVolt is an Equal Opportunity Employer.
"
16,"Software Engineer, C++",N/A,25-Feb,https://boston.craigslist.org/gbs/sof/d/boston-software-engineer/7082265407.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post



Carbonite
Software Engineer, C++
Job Label: WEBCAR-SoftwareEngineerC++2
You are an experienced C++ software engineer looking for an opportunity that offers challenging work and a highly visible impact on over one million users. You have established yourself as a talented C++ software engineer and seek to join a team that is committed to high levels of performance in order to continue to push yourself and grow. At Carbonite, in Boston, the Safe Endpoint engineering team is seeking to add dedicated engineers devoted to maintaining world class service for their core products. The solutions we build are installed on over 1.5 million machines worldwide and backup petabytes of data to the cloud.  We are zealous for solving big problems and we are looking for a software engineer to join our mission for design, development and enhancement of endpoint products.  The ideal candidate has a desire to dig into complex issues and hit the ground running. As a software engineer on the Endpoint team, you will be part of the team that is driving Carbonite’s success.  The code you write will be used by millions of people. You will have the opportunity to help us choose key technologies and drive critical design decisions for our Windows and Mac products.  You will work with an outstanding group of peers and you will be part of an agile team that is continuously improving. Apply today!
Carbonite was launched with a clear goal: Provide easy-to-use, secure and affordable online backup to the consumer market. Today we are a leading provider of data protection, with a comprehensive portfolio of solutions purpose-built for consumers, small and midsized businesses with a global network of partners including VARs, MSPs and OEMs.
Together with Webroot—acquired by Carbonite in 2019—we provide end-to-end data resilience. Our company vision is to safeguard people and businesses from the cost and consequences of data loss and cyber threats. We deliver on that vision with powerful antivirus protection plus easy-to-use backup and recovery services.
Our business requires top talent. We foster a thriving, dynamic environment rich with inventive minds and entrepreneurial spirit. From engineering to sales and marketing, operations and customer support, our 1600 employees are empowered and encouraged to build their careers at Carbonite.
We pride ourselves on hiring standout candidates who shine in a workplace that encourages collaboration and teamwork.  Carbonite is growing fast, and we’re currently looking for talented candidates around the globe.  Are you ready to grow with us?
Carbonite, Inc. is an equal employment opportunity and affirmative action employer does not discriminate based upon race, color, religion, sex, national origin, age, genetic information, gender identity or expression, sexual orientation, protected veteran status, status as a qualified individual with a disability, or any other characteristic protected by law.  Upon request, accommodations will be made available during the recruitment process for applicants with a disability. If you require accommodations, we will work with you to provide or arrange for the provision of suitable accommodation wherever possible.  All qualified applicants are encouraged to apply.
In this job you will:
First six months:

Develop an understanding of the architecture of the Safe product suite 
Build and debug Carbonite’s Safe endpoint products (Windows/Mac) 
Take an issue all the way through our process of development, testing, through release 
Work with quality assurance resources to become proficient at automated testing 
Participate and contribute on a collaborative agile team 

Beyond:

Analyze and address complex issues/projects in Safe products
Work with product management to understand requirements and propose appropriate designs 
Collaborate with team members on designs and technical issues
Develop and deploy updates to Safe products
Champion and demo enhancements to team
Develop solid knowledge of continuous integration environment 
Propose enhancements to internal processes and application stack 

You bring to the table:

3+ years of relevant experience
Experience in developing multi-threaded distributed applications using C++ 
Experience with JavaScript, Python or similar scripting language 
Experience working with relational databases  
Experience with agile development processes  
Experience with Jenkins is a plus
Experience developing on Windows and or Mac is a plus 
Experience with C# and or Azure is a plus 



        To apply for this position or refer someone you know, please use our online interview system managed by HireMojo.
    
Apply for this job
https://app.hiremojo.com/mojo/ce/481546305/Carbonite/Massachusetts/Boston/C-Software-Engineer?sourceType=9

        Once you have completed the interview, your information will be forwarded to the recruiting team for decisions on next steps.
    

Related Keywords: software engineer, software developer, C++, C#, .NET, SQL Server, SQL, CI, continuous integration, Azure, cloud, JavaScript, JS, Angular, Python, endpoint, API, integration
 "
17,Web Programmer,Canton,25-Feb,https://boston.craigslist.org/sob/sof/d/canton-web-programmer/7082237960.html,"
compensation: Competitive Pay based on Experience

employment type: full-time

","

QR Code Link to This Post


About EquipNet Inc.
Founded in 1999, EquipNet is a global organization, headquartered in Canton, MA that helps companies buy, sell, and manage pre-owned laboratory instrumentation and manufacturing equipment.   The company works in multiple industries including: pharmaceutical, biotech, chemical, consumer packaged goods, and electronics and has among thier customer base top tier customers such as Novartis, Unilever, Qorvo, Colgate, and many more.

About the Position
We are looking for a web programmer that works with:
ASP.NET, C#, ASP, HTML CSS,  MVS, SQL 2005/8, Java Script, and Report Generation.

Key Responsibilities
To help support and create new development for both EquipNet's external web-based interfaces as well as make enhancements to existing workflow utilities that are used internally.




"
18,"Senior Software Engineer, C++",N/A,25-Feb,https://boston.craigslist.org/gbs/sof/d/boston-senior-software-engineer/7082235763.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post



Carbonite
Senior Software Engineer, C++
Job Label: WEBCAR-SrSoftwareEngineerC++
You are an experienced senior C++ software engineer looking for an opportunity that offers challenging work and a highly visible impact on over one million users. You have established yourself as a talented C++ software engineer and seek to join a team that is committed to high levels of performance in order to continue to push yourself and grow. At Carbonite, in Boston, the Safe Endpoint engineering team is seeking to add dedicated engineers devoted to maintaining world class service for their core products. The solutions we build are installed on over 1.5 million machines worldwide and backup petabytes of data to the cloud.  We are zealous for solving big problems and we are looking for a software engineer to join our mission for design, development and enhancement of endpoint products.  The ideal candidate has a desire to dig into complex issues and hit the ground running. As a software engineer on the Endpoint team, you will be part of the team that is driving Carbonite’s success.  The code you write will be used by millions of people. You will have the opportunity to help us choose key technologies and drive critical design decisions for our Windows and Mac products.  You will work with an outstanding group of peers and you will be part of an agile team that is continuously improving. Apply today!
Carbonite was launched with a clear goal: Provide easy-to-use, secure and affordable online backup to the consumer market. Today we are a leading provider of data protection, with a comprehensive portfolio of solutions purpose-built for consumers, small and midsized businesses with a global network of partners including VARs, MSPs and OEMs.
Together with Webroot—acquired by Carbonite in 2019—we provide end-to-end data resilience. Our company vision is to safeguard people and businesses from the cost and consequences of data loss and cyber threats. We deliver on that vision with powerful antivirus protection plus easy-to-use backup and recovery services.
Our business requires top talent. We foster a thriving, dynamic environment rich with inventive minds and entrepreneurial spirit. From engineering to sales and marketing, operations and customer support, our 1600 employees are empowered and encouraged to build their careers at Carbonite.
We pride ourselves on hiring standout candidates who shine in a workplace that encourages collaboration and teamwork.  Carbonite is growing fast, and we’re currently looking for talented candidates around the globe.  Are you ready to grow with us?
Carbonite, Inc. is an equal employment opportunity and affirmative action employer does not discriminate based upon race, color, religion, sex, national origin, age, genetic information, gender identity or expression, sexual orientation, protected veteran status, status as a qualified individual with a disability, or any other characteristic protected by law.  Upon request, accommodations will be made available during the recruitment process for applicants with a disability. If you require accommodations, we will work with you to provide or arrange for the provision of suitable accommodation wherever possible.  All qualified applicants are encouraged to apply.
In this job you will:
First six months:

Develop a solid understanding of the architecture of the Endpoint server backup product 
Build and debug Carbonite’s flagship Safe products (Windows/Mac C++) 
Take an issue all the way through our process of development, testing, through release 
Work with quality assurance resources to automate testing 
Triage and develop solutions for issues escalated from Operations to our team 
Participate and contribute on a collaborative agile team 

Beyond:

Lead a major project and guide the team on implementation tasks 
Analyze and address complex issues/projects on Windows/Mac application stacks 
Work with customer service and operations to understand issues 
Champion and demo enhancements to team  
Develop solid knowledge of continuous integration environment 
Propose enhancements to internal processes and application stack 

You bring to the table:

6+ years of relevant experience
Experience in developing multi-threaded distributed applications using C++ 
Experience with JavaScript, Python or similar scripting language 
Experience working with relational databases  
Experience with agile development processes  
Experience with Jenkins is a plus
Experience developing on Windows and or Mac is a plus 
Experience with C# and or Azure is a plus 



        To apply for this position or refer someone you know, please use our online interview system managed by HireMojo.
    
Apply for this job
https://app.hiremojo.com/mojo/ce/481546566/Carbonite/Massachusetts/Boston/C-Software-Engineer?sourceType=9

        Once you have completed the interview, your information will be forwarded to the recruiting team for decisions on next steps.
    

Related Keywords: software engineer, software developer, C#, .NET, SQL Server, SQL, CI, continuous integration, Azure, cloud, JavaScript, JS, Angular, Python, endpoint, API, integration, C++
 "
19,Job Referrals from Company Insiders for Tech/Software Positions,N/A,24-Feb,https://boston.craigslist.org/gbs/sof/d/cambridge-job-referrals-from-company/7081290435.html,"
compensation: Determined by the job

employment type: full-time

","

QR Code Link to This Post


The adage of ""It's who you know, not what you know"" really is difficult to reconcile when you feel like you have no network to get to your next career step.

Over the past 12 years, I heard this advice a lot as I moved around from city to city—both in the US and abroad. With every move, I had to rebuild my network, and it was *really* difficult each time.

If you're someone who's ever experienced a life transition, like a career change, having a child, or deciding to return to work after taking an extended leave, then this story is probably all too familiar.

If you're a woman, minority, or person with a non-traditional background which, when combined, represents the majority of the U.S. population, then it's *really* difficult to make any change because people already have these preconceived notions about you.

It's not an excuse, but an acknowledgment that biases are our reality.

Our reality is harsh on the job search. And we all could use help in fending off common biases in our job search so we can overcome the challenges we face in our transitions.

That's why we built JobFit - to help people in transition broaden the ""who you know,"" so you can show them your ""what you know."" We primarily assist people who are interested in transitioning to a new city for their next career step.

Whether you want to move for family, a change of scenery, or better opportunities, our goal is to help people find job referrals in cities where they want to work.

Find any job referral for any specific job to any particular company.

Our process of applying for job referrals is simple.

1. Find a company where you want a job referral.
2. Anonymously answer a few questions on what interested you about the company. Anonymity is to protect you from bias against your location, among other hiring bias.
3. A non-recruiter employee at the company will review your answers. If the employee likes your responses, they gain access to your name and resume for the job referral.


Here are some job referrals you can directly start connecting to right away:

For a job referral to DroneDeploy - https://formyreferral.getjobfit.com/MXBH7tBNl1?utm_source=craigslist&utm_medium=software_qa_dba_etc&utm_campaign=boston&utm_term=dronedeploy%2C%20v1&utm_content=sponsor_link

For a job referral to Intel - https://formyreferral.getjobfit.com/Db5XfR1HKZ?utm_source=craigslist&utm_medium=software_qa_dba_etc&utm_campaign=boston&utm_term=intel%2C%20v1&utm_content=sponsor_link

For a job referral to Accenture - https://formyreferral.getjobfit.com/0cPmVsfLb1?utm_source=craigslist&utm_medium=software_qa_dba_etc&utm_campaign=boston&utm_term=accenture%2C%20v1&utm_content=sponsor_link

For a job referral to Google - https://formyreferral.getjobfit.com/7pFy7DahVW?utm_source=craigslist&utm_medium=software_qa_dba_etc&utm_campaign=boston&utm_term=google%2C%20v1&utm_content=sponsor_link

For a job referral at our company JobFit - https://formyreferral.getjobfit.com/WYTcKLdgRV?utm_source=craigslist&utm_medium=software_qa_dba_etc&utm_campaign=boston&utm_term=jobfit%2C%20v1&utm_content=sponsor_link


We have resources to get you more job referrals to anywhere you want. You can explore other jobs in the remaining 70,000 companies in our network. Don't let your location limit your goals. You can even find job referrals for remote jobs if you wish.


Check out JobFit for more details.

https://getjobfit.com/?utm_source=craigslist&utm_medium=software_qa_dba_etc&utm_campaign=boston&utm_term=v1 "
20,Create a highly disruptive cloud infrastructure service,Cambridge,23-Feb,https://boston.craigslist.org/gbs/sof/d/cambridge-create-highly-disruptive/7080768233.html,"
compensation: TBD

employment type: employee's choice

","

QR Code Link to This Post


Looking for 5+ Cambridge/Boston based developers interested in creating a highly disruptive cloud infrastructure service. Individuals will receive founder equity.  Requirements include experience with AWS, Azure and GCP APIs; and their services; full stack development; python experience / knowledge; UI /IDE development experience; Distributed systems; Automated build-test-deploy.    "
21,In Class QA/BA Training & Placement in Boston Area,Malden,21-Feb,https://boston.craigslist.org/gbs/sof/d/malden-in-class-qa-ba-training/7079782890.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post


In Class QA/BA Training & Placement in Boston Area
OPT/CPT ARE WELCOME TO APPLY 
We are actively looking for fresh Software Engineers, Business Analyst, Biomedical Engineers and people with Management degrees (STEM Degree only). We do provide H1B and Green card sponsorship for deserving candidates. Please forward to any of your friends who might be interested.

NOTE: WE WORK ON ACTUAL PROJECTS AND NOT JUST DISPLAY SLIDES. HANDS ON TRAINING

Topics Covered: In depth training on QTP/UFT, QC/ALM, Selenium, TestNG, SDLC Concepts, overall Test life cycle concepts etc.
Degree Required 
We are looking for Fresh BS/MS/IT/MBA graduates in STEM fields for our multiple positions of Software Quality Engineers/Business Analysts /Pharmaceutical graduates and Biomedical Engineers.
Required Skills:
* Minimum of a Bachelor’s degree: Engineering/ Management/Science/Biomedical or Equivalent, MBA/MS/MIS
* Good communication/presentation skills
* Knowledge of basic database applications, programming languages preferred.
* Capable of learning new technologies in a fast paced environment
* Ability to understand and effectively communicate at all management levels, technical
dependencies, timeline impact.
Benefits:
* Base Pay of $58,000-$65,000 depending on experience
* Advanced automation training by experienced and qualified instructors in Boston Area (North Chelmsford)
* Free training, Study material, interview preparation support.
* FREE MENTORING AND JOB PLACEMENT with VERY AGGRESSIVE MARKETING.
* COMPETITIVE SALARY WITH COMPLETE COMPANY SPONSORED BENEFITS,
* INCREMENTS EVERY 6 MONTHS.
* RELOCATION ASSISTANCE: We offer Relocation Assistance to help with the relocation costs while starting their project at client site.
* E-Verified and Support for OPT Extensions
* H1B Visa and Green Card sponsorship for qualified candidates
* 100% SUCCESS RATE IN PROJECT PLACEMENT.
* 100% APPROVAL RATE IN H1B AND GREEN CARD.
** Candidates should be open for relocation anywhere in USA ***
"
22,Data Science Fellowship,N/A,20-Feb,https://boston.craigslist.org/gbs/sof/d/boston-data-science-fellowship/7079322505.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise

Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from heads of marketing of publicly traded companies to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 500 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship

The Pathrise Fellowship is a program for students and new grads that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry data scientists, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission

We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications

You want to work with an experienced advisor who can give you expert advice.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=bosdata&utm_medium=job_board "
